"ASIN","Title","Brand","Category","Description","Word Count","Rating","Review","List Price","Price","Discount","Commission (4%)","Sales Rank","Available","Thumbnail","Product URL","Fulfilled","Shipping","Total Price","Parent ASIN","UPC","EAN","Prime","Affiliate Link","Images1","Images2","Images3","Images4","Images5","Images6","Images7","Images8","Images9","Images10"
"B006UV7Z1K","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B006UV7Z1K/?tag=",
"B002WSM7E0","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B002WSM7E0/?tag=",
"B0070LANTA","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B0070LANTA/?tag=",
"B000VJ8H7I","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B000VJ8H7I/?tag=",
"B002PQXJBY","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B002PQXJBY/?tag=",
"B0021IOTTW","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B0021IOTTW/?tag=",
"B000T5PCPY","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B000T5PCPY/?tag=",
"B005920CRU","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B005920CRU/?tag=",
"B007MLBGEO","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B007MLBGEO/?tag=",
"B007830WAA","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B007830WAA/?tag=",
"B00LFOR84G","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00LFOR84G/?tag=",
"B0000AN3QI","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B0000AN3QI/?tag=",
"B003MB62Q0","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B003MB62Q0/?tag=",
"B00008WU9F","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00008WU9F/?tag=",
"B00783254Q","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00783254Q/?tag=",
"B00A8G0B6Y","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00A8G0B6Y/?tag=",
"B00D4U6ZWK","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00D4U6ZWK/?tag=",
"B0017S5AS6","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B0017S5AS6/?tag=",
"B008KO2ED4","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B008KO2ED4/?tag=",
"B00791D3JS","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00791D3JS/?tag=",
"B007830SZ4","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B007830SZ4/?tag=",
"B000CELRGU","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B000CELRGU/?tag=",
"B00AMHDTTU","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00AMHDTTU/?tag=",
"B0079V0B0M","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B0079V0B0M/?tag=",
"B008KO2CWM","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B008KO2CWM/?tag=",
"B004RLOW5M","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B004RLOW5M/?tag=",
"B000VQTZUO","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B000VQTZUO/?tag=",
"B00GLQ0MV4","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00GLQ0MV4/?tag=",
"B00BHWA6AY","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00BHWA6AY/?tag=",
"B006B66RMM","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B006B66RMM/?tag=",
"B006B66UBU","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B006B66UBU/?tag=",
"B008X3UIZS","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B008X3UIZS/?tag=",
"B004P5NX6O","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B004P5NX6O/?tag=",
"B00XCBUDFQ","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00XCBUDFQ/?tag=",
"B009SFM7YK","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B009SFM7YK/?tag=",
"B00G7OPA1C","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00G7OPA1C/?tag=",
"B00J3LKDO0","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00J3LKDO0/?tag=",
"B002ED46WO","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B002ED46WO/?tag=",
"B0055DHOJC","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B0055DHOJC/?tag=",
"B005QAIVZK","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B005QAIVZK/?tag=",
"B00MXGWHVY","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00MXGWHVY/?tag=",
"B0072WTICA","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B0072WTICA/?tag=",
"B006PTIUXO","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B006PTIUXO/?tag=",
"B002ECRAEG","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B002ECRAEG/?tag=",
"B00W6NX2YK","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B00W6NX2YK/?tag=",
"B004RLQRUA","","","","","0","0","0","0","0","0","0","0","N","","","N","0","0","","","","N","http://www.amazon.es/gp/product/B004RLQRUA/?tag=",
